1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3
0,0,3,3,3,12,13,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,13,14,3,3,3,3,3,9,3,3
0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,13,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,3
0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,2,3,3,3,10,3,3
0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,3,3,3,3,3,3,3,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,4,3,3,3,3,3,3,0,0,0,0
0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,9,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0
0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,3,3,3,3,3,3,3,3,0,0,0
0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
0,0,3,3,12,13,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,3,3,3,3,3,3,3,4,0
0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3,3,3,3,3,3,0
0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,0
0,0,3,3,3,3,4,4,3,3,12,13,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,10,3,0,0,0,0,0,0
0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,0
0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0
0,0,3,3,3,3,3,1,2,3,3,3,3,3,3,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,10,0
0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0
0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0
0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,4,0,0,3
0,0,0,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,3,0,0,3
0,0,0,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,3,3,3,12,13,14,3,3,3,3,3,3,3,3,10,3,3,0,0,3
0,0,0,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,0,0,0,0
0,0,0,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0
0,0,0,3,3,3,3,3,0,0,0,0,0,3,3,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3
0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3
0,0,3,3,3,0,0,0,3,3,0,0,0,0,0,0,3,3,10,3,3,3,1,2,3,3,3,3,3,0,0,0,3,3,3,3,3,7
0,0,3,3,3,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,13,14,3,11
0,0,3,3,3,0,0,3,4,4,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,3,3,3,3,3,3,11
0,0,3,3,3,10,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,4,3,11
0,0,3,3,3,10,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11
0,0,3,3,3,10,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
0,0,0,0,3,3,12,13,14,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,3
