1,2,3,3,3,3,12,13,14,3,3,3,3,3,3,3,3,12,13,14,3,3,3,12,13,14,3,3,3,3,3,3,3,3,4,3,3,3
0,0,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,13,14
0,0,0,2,9,3,3,4,4,3,3,11,3,4,3,3,3,3,3,9,3,3,4,3,3,3,3,3,3,3,3,3,5,6,3,3,3,3
0,0,0,0,10,3,3,3,3,3,3,11,3,3,3,3,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,0,0,0,10,3,3,3,3,9,3,15,3,1,2,3,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,6,0,0,0,0,0,0,0
0,0,0,3,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0
0,0,10,3,3,5,6,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,4,3,3,3,3,3,3,3,3,3,3
0,10,10,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,12,13,14,3,3,3
9,10,10,9,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
10,10,10,2,3,3,11,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,3,3,3,1,2,3
10,10,0,0,0,0,11,3,0,0,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,10,3,0,0,0,0,3,3,3,3,0,0,0
4,10,3,3,4,3,11,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,5,6,3,0,0,0,0,0,0,3,3,3,3,0,0,0
10,10,3,3,3,3,11,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1,2,0,0,0,0,3,3,3,3,0,0,0
10,10,1,2,3,3,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,5,6,3,3,3
0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,0,3,4,3,3,3,10,3,3,3,3,3,3,0,3,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,0,3,3,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3
0,0,3,3,3,3,3,10,3,3,5,6,3,3,3,3,3,3,3,3,3,3,3,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3
0,0,3,3,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,0,0,1,2,0,0,0,3,3,3,3,3,3,0,0,3,12,13,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,3,3,3,3,3,3,3,3,3,5,6,3,3,3,3
0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
